Unnamed: 0,crim,zn,indus,chas,nox,rm,age,dis,rad,tax,ptratio,black,lstat,medv
445,12.8023,0.0,18.1,0,0.74,5.854,0.9649845520082388,1.8956,24,666,20.2,240.52,23.79,0.1288888888888889
446,10.6718,0.0,18.1,0,0.74,6.459,0.9464469618949536,1.9879,24,666,20.2,43.06,23.98,0.15111111111111114
447,6.28807,0.0,18.1,0,0.74,6.341,0.9629248197734295,2.072,24,666,20.2,318.01,17.79,0.22000000000000003
448,9.92485,0.0,18.1,0,0.74,6.251,0.9649845520082388,2.198,24,666,20.2,388.52,16.44,0.16888888888888892
449,9.32909,0.0,18.1,0,0.713,6.185,0.9866117404737385,2.2616,24,666,20.2,396.9,18.13,0.20222222222222225
450,7.52601,0.0,18.1,0,0.713,6.417,0.9824922760041195,2.185,24,666,20.2,304.21,19.31,0.1777777777777778
451,6.71772,0.0,18.1,0,0.713,6.749,0.9237899073120494,2.3236,24,666,20.2,0.32,17.44,0.1866666666666667
452,5.44114,0.0,18.1,0,0.713,6.655,0.9814624098867148,2.3552,24,666,20.2,355.29,17.73,0.22666666666666668
453,5.09017,0.0,18.1,0,0.713,6.297,0.9155509783728115,2.3682,24,666,20.2,385.09,17.27,0.2466666666666667
454,8.24809,0.0,18.1,0,0.713,7.393,0.9927909371781669,2.4527,24,666,20.2,375.87,16.74,0.2844444444444445
455,9.51363,0.0,18.1,0,0.713,6.728,0.9392378990731204,2.4961,24,666,20.2,6.68,18.71,0.22000000000000003
456,4.75237,0.0,18.1,0,0.713,6.525,0.8609680741503605,2.4358,24,666,20.2,50.92,18.13,0.20222222222222225
457,4.66883,0.0,18.1,0,0.713,5.976,0.8753861997940269,2.5806,24,666,20.2,10.48,19.01,0.1711111111111111
458,8.20058,0.0,18.1,0,0.713,5.936,0.7971163748712667,2.7792,24,666,20.2,3.5,16.94,0.18888888888888888
459,7.75223,0.0,18.1,0,0.713,6.301,0.8321318228630278,2.7831,24,666,20.2,272.21,16.23,0.22000000000000003
460,6.80117,0.0,18.1,0,0.713,6.081,0.839340885684861,2.7175,24,666,20.2,396.9,14.7,0.33333333333333337
461,4.81213,0.0,18.1,0,0.713,6.701,0.8970133882595263,2.5975,24,666,20.2,255.23,16.42,0.2533333333333333
462,3.69311,0.0,18.1,0,0.713,6.376,0.8805355303810505,2.5671,24,666,20.2,391.43,14.65,0.2822222222222222
463,6.65492,0.0,18.1,0,0.713,6.317,0.8249227600411946,2.7344,24,666,20.2,396.9,13.99,0.32222222222222224
464,5.82115,0.0,18.1,0,0.713,6.513,0.8959835221421216,2.8016,24,666,20.2,393.82,10.29,0.3377777777777778
465,7.83932,0.0,18.1,0,0.655,6.209,0.6436663233779609,2.9634,24,666,20.2,396.9,13.22,0.36444444444444446
466,3.1636,0.0,18.1,0,0.655,5.759,0.4665293511843461,3.0665,24,666,20.2,334.4,14.13,0.3311111111111111
467,3.77498,0.0,18.1,0,0.655,5.952,0.8424304840370752,2.8715,24,666,20.2,22.01,17.15,0.3111111111111111
468,4.42228,0.0,18.1,0,0.584,6.003,0.9433573635427395,2.5403,24,666,20.2,331.29,21.32,0.3133333333333334
469,15.5757,0.0,18.1,0,0.58,5.926,0.7013388259526261,2.9084,24,666,20.2,368.74,18.13,0.3133333333333334
470,13.0751,0.0,18.1,0,0.58,5.713,0.5540679711637487,2.8237,24,666,20.2,396.9,14.76,0.3355555555555556
471,4.34879,0.0,18.1,0,0.58,6.167,0.835221421215242,3.0334,24,666,20.2,396.9,16.29,0.3311111111111111
472,4.03841,0.0,18.1,0,0.532,6.229,0.9042224510813595,3.0993,24,666,20.2,395.33,12.87,0.3244444444444445
473,3.56868,0.0,18.1,0,0.58,6.437,0.7425334706488156,2.8965,24,666,20.2,393.37,14.36,0.40444444444444444
474,4.64689,0.0,18.1,0,0.614,6.98,0.666323377960865,2.5329,24,666,20.2,374.68,11.66,0.5511111111111111
475,8.05579,0.0,18.1,0,0.584,5.427,0.9526261585993822,2.4298,24,666,20.2,352.58,18.14,0.1955555555555556
476,6.39312,0.0,18.1,0,0.584,6.162,0.9732234809474769,2.206,24,666,20.2,302.76,24.1,0.18444444444444447
477,4.87141,0.0,18.1,0,0.614,6.484,0.9340885684860968,2.3053,24,666,20.2,396.21,18.68,0.26
478,15.0234,0.0,18.1,0,0.614,5.304,0.972193614830072,2.1007,24,666,20.2,349.48,24.91,0.15555555555555556
479,10.233,0.0,18.1,0,0.614,6.185,0.9660144181256437,2.1705,24,666,20.2,379.7,18.03,0.21333333333333332
480,14.3337,0.0,18.1,0,0.614,6.229,0.8764160659114315,1.9512,24,666,20.2,383.32,13.11,0.36444444444444446
481,5.82401,0.0,18.1,0,0.532,6.242,0.6364572605561277,3.4242,24,666,20.2,396.9,10.74,0.4000000000000001
482,5.70818,0.0,18.1,0,0.532,6.75,0.741503604531411,3.3317,24,666,20.2,393.07,7.74,0.4155555555555555
483,5.73116,0.0,18.1,0,0.532,7.061,0.7631307929969104,3.4106,24,666,20.2,395.28,7.01,0.4444444444444445
484,2.81838,0.0,18.1,0,0.532,5.762,0.38516992790937177,4.0983,24,666,20.2,392.92,10.42,0.37333333333333335
485,2.37857,0.0,18.1,0,0.583,5.871,0.4016477857878476,3.724,24,666,20.2,370.73,13.34,0.34666666666666673
486,3.67367,0.0,18.1,0,0.583,6.312,0.5046343975283213,3.9917,24,666,20.2,388.62,10.58,0.36
487,5.69175,0.0,18.1,0,0.583,6.114,0.791967044284243,3.5459,24,666,20.2,392.68,14.98,0.3133333333333334
488,4.83567,0.0,18.1,0,0.583,5.905,0.518022657054583,3.1523,24,666,20.2,388.22,11.45,0.34666666666666673
489,0.15086,0.0,27.74,0,0.609,5.454,0.9248197734294542,1.8209,4,711,20.1,395.09,18.06,0.22666666666666668
490,0.18337,0.0,27.74,0,0.609,5.414,0.9824922760041195,1.7554,4,711,20.1,344.05,23.97,0.04444444444444444
491,0.20746,0.0,27.74,0,0.609,5.093,0.9794026776519054,1.8226,4,711,20.1,318.43,29.68,0.06888888888888887
492,0.10574,0.0,27.74,0,0.609,5.983,0.9876416065911431,1.8681,4,711,20.1,390.11,18.07,0.19111111111111112
493,0.11132,0.0,27.74,0,0.609,5.983,0.8300720906282183,2.1099,4,711,20.1,396.9,13.35,0.3355555555555556
494,0.17331,0.0,9.69,0,0.585,5.707,0.5262615859938208,2.3817,6,391,19.2,396.9,12.01,0.37333333333333335
495,0.27957,0.0,9.69,0,0.585,5.926,0.4088568486096808,2.3817,6,391,19.2,396.9,13.59,0.4333333333333334
496,0.17899,0.0,9.69,0,0.585,5.67,0.266735324407827,2.7986,6,391,19.2,393.29,17.6,0.4022222222222223
497,0.2896,0.0,9.69,0,0.585,5.39,0.7209062821833162,2.7986,6,391,19.2,396.9,21.14,0.32666666666666666
498,0.26838,0.0,9.69,0,0.585,5.794,0.6972193614830071,2.8927,6,391,19.2,396.9,14.1,0.29555555555555557
499,0.23912,0.0,9.69,0,0.585,6.019,0.6426364572605561,2.4091,6,391,19.2,396.9,12.92,0.36
500,0.17783,0.0,9.69,0,0.585,5.569,0.7270854788877446,2.3999,6,391,19.2,395.77,15.1,0.2777777777777778
501,0.22438,0.0,9.69,0,0.585,6.027,0.7909371781668383,2.4982,6,391,19.2,396.9,14.33,0.26222222222222225
502,0.06263,0.0,11.93,0,0.573,6.593,0.6817713697219361,2.4786,1,273,21.0,391.99,9.67,0.38666666666666666
503,0.04527,0.0,11.93,0,0.573,6.12,0.7600411946446962,2.2875,1,273,21.0,396.9,9.08,0.34666666666666673
504,0.06076,0.0,11.93,0,0.573,6.976,0.9073120494335736,2.1675,1,273,21.0,396.9,5.64,0.42
505,0.10959,0.0,11.93,0,0.573,6.794,0.8898043254376931,2.3889,1,273,21.0,393.45,6.48,0.3777777777777778
506,0.04741,0.0,11.93,0,0.573,6.03,0.8022657054582903,2.505,1,273,21.0,396.9,7.88,0.15333333333333338
